name,company,email,address,country,state,website,phone
,3 Keys Brewing & Eatery,gabe@3keysbrewing.com,"2505 Manatee Avenue East Bradenton, FL 34208",United States,Florida,https://www.3keysbrewing.com/,(941) 218-0396
,Vecinos Neighborhood Restaurant & Bar,gainesvillevecinos@gmail.com,"208 W. University Avenue Gainesville, FL 32601",United States,Florida,,(352) 240-6325
,Schooner Wharf Bar,garyhempsey@aol.com,"202 William Street Key West, FL 33040",United States,Florida,https://www.schoonerwharf.com/,(305) 292-9520
,Irish Times Bar & Grill,gerry@irishtimesnaples.com,"8939 Tamiami Trail North Naples, FL 34108",United States,Florida,https://www.irishtimesnaples.com/,(239) 350-1900
,The University of South Florida,getinvolved@usf.edu,"4202 East Fowler Avenue Tampa, FL 33620",United States,Florida,,(813) 974-1001
,Gilligans Island Bar,gilligansislandbands@gmail.com,"5253 Ocean Boulevard Sarasota, FL 34242",United States,Florida,https://www.gilligansislandbar.com/,(941) 346-8122
,Siesta Key Oyster Bar,gina@skob.com,"5238 Ocean Boulevard Sarasota, FL 34242",United States,Florida,https://www.skob.com/,(941) 346-5443
,Gram Parsons Derry Down,gpderrydown@gmail.com,"297 5th Street NW Winter Haven, FL 33881",United States,Florida,https://www.gpderrydown.com/,(863) 295-9422
,Cage Brewing,gratefulwalkerbooking@gmail.com,"2001 1st Avenue South St. Petersburg, FL 33712",United States,Florida,http://www.cagebrewing.com,(727) 201-4278
,Green Parrot Bar,greenparrot@gmail.com,"601 Whitehead Street Key West, FL 33040",United States,Florida,https://www.greenparrot.com/,(305) 294-6133
,Grind + Grape,grindandgrape@gmail.com,"925 Bougainvillea Lane Vero Beach, FL 32963",United States,Florida,https://www.grindandgrape.com/,(772) 231-5536
,College of Central Florida,grosse@cf.edu,"3800 S. Lecanto Highway Lecanto, FL 34461",United States,Florida,,
,Fort Myers Brewing Company,hans@fmbrew.com,"12811 Commerce Lakes Drive #28 Fort Myers, FL 33913",United States,Florida,https://www.fmbrew.com,(239) 313-6576
,High Dive,highdivegville@gmail.com,"210 SW 2nd Avenue, #A Gainesville, FL 32601",United States,Florida,https://highdivegainesville.com/,(352) 872-5949
,Hog's Breath Saloon,hogsbreath@hogsbreath.com,"400 Front Street Key West, FL 33040",United States,Florida,https://www.hogsbreath.com/keywest/,(305) 296-4222
,HOWL Gallery,howlgallery@gmail.com,"4160 S. Cleveland Avenue Fort Myers, FL 33901",United States,Florida,http://www.howlgallery.com,(239) 332-0161
,University of Miami,hurricaneproductions@miami.edu,"1320 South Dixie Highway Miami, FL 33146",United States,Florida,,(305) 284-4606
,1920,info@1920yborcity.com,"1920 E. 7th Avenue Tampa, FL 33605",United States,Florida,,
,Jimmy B's Beach Bar,info@beachcomberflorida.com,"6200 Gulf Boulevard St. Pete Beach, FL 33706",United States,Florida,https://www.beachcomberflorida.com/jimmy_b_st_pete_beach/,(727) 367-1902
,Chez L’amour,info@bitesbubblesandjazz.com,"45 San Marco Avenue St. Augustine, FL 32084",United States,Florida,,
,Casks And Flights Wine Tasting Room,info@casksandflights.com,"121 S. Palafox Place Suite B Pensacola, FL 32502",United States,Florida,https://www.casksandflights.com,(850) 495-3897
,Floyd,info@clubspace.com,"34 NE 11th Street Miami, FL 33132",United States,Florida,https://www.floydmiami.com/,(786) 357-6456
,Spaceberry Music Festival,info@deadheadproductions.com,"1 Blue Heron Lane Eureka Springs, AR 72631",United States,Florida,,
,Dees Brothers Brewery,info@deesbrosbrew.com,"210 Magnolia Avenue Sanford, FL 32771",United States,Florida,https://deesbrosbrew.com/,(407) 732-4008
,Golden Lion Cafe,info@goldenlioncafe.com,"501 N. Ocean Shore Boulevard Flagler Beach, FL 32136",United States,Florida,http://www.goldenlioncafe.us,(386) 439-3004
,Infinite Ale Works,info@infinitealeworks.com,"304 S. Magnolia Ocala, FL 34471",United States,Florida,https://www.infinitealeworks.com/,(352) 512-0212
,Key West Songwriters Festival,info@kwswf.com,"800 Whitehead Street Key West, FL 33040",United States,Florida,https://www.keywestsongwritersfestival.com,(305) 985-0433
,Grandview Public Market,info@letsmakeitspark.com,"1401 Clare Avenue West Palm Beach, FL 33401",United States,Florida,https://www.grandviewpublic.com,(561) 800-4303
,Macondo Coffee Roasters,info@macondocoffee.com,"2494 NW 89th Place Doral, FL 33172",United States,Florida,https://www.macondocoffee.com/,(305) 594-3808
,MODE,info@mode.miam,"2 S. Miami Avenue Miami, FL 33130",United States,Florida,https://www.mode.miami/,(305) 942-7240
,Village Music Wellington,info@myvillagemusic.com,"10410 W. Forest Hill Boulevard Wellington, FL 33414",United States,Florida,http://villagemusicwellington.com,(561) 798-5334
,Point Ybel Brewing Company,info@pointybelbrew.com,"16120 San Carlos Boulevard Fort Myers, FL 33908",United States,Florida,https://pointybelbrew.com,(239) 603-6535
,Red Rooster Overtown,info@redroosterovertown.com,"920 NW 2nd Avenue Miami, FL 33136",United States,Florida,https://redroosterovertown.com/,(305) 640-9880
,Rick's Bar,info@ricksbarkeywest.com,"202 Duval Street Key West, FL 33040",United States,Florida,https://www.ricksbarkeywest.com/,(305) 296-4890
,Soho Studios,info@sohostudiosmiami.com,"2136 NW 1st Avenue Miami, FL 33127",United States,Florida,https://www.sohostudiosmiami.com/,(305) 600-4785
,The Stockyard,info@stockyardlive.com,"1916 US Highway 19 Holiday, FL 34691",United States,Florida,https://stockyardlive.com/,(727) 939-9494
,Summer Crush Vineyard & Winery,info@summercrushwine.com,"4200 Johnston Road Fort Pierce, FL 34951",United States,Florida,https://www.summercrushwine.com,(772) 460-0500
,Sweat Records,info@sweatrecordsmiami.com,"5505 NE 2nd Avenue Miami, FL 33137",United States,Florida,https://sweatrecordsmiami.com/,(786) 693-9309
,Vinyl Music Hall,info@vinylmusichall.com,"2 S. Palafox Place Pensacola, FL 32502",United States,Florida,https://www.vinylmusichall.com/,(850) 607-6758
,Wild Greg's Saloon,info@wildgregssaloon.com,"22 S. Palafox Street Pensacola, FL 32502",United States,Florida,http://wildgregssaloon.com,(850) 912-4405
,Wild Greg's Saloon,info@wildgregssaloon.com,"4951 US Highway 98 N Lakeland, FL 33810",United States,Florida,http://wildgregssaloon.com,(863) 940-9133
,Iron Cow,ironcow2438@gmail.com,"2438A E. Robinson Street Orlando, FL 32803",United States,Florida,,
,Austin's Coffee,jackieofaustinscoffee@gmail.com,"929 W. Fairbanks Avenue Winter Park, FL 32789",United States,Florida,https://austinscoffee.com/,(407) 975-3364
,Bayboro Brewing Co.,james@bayborobrewing.com,"2390 5th Avenue South St. Petersburg, FL 33712",United States,Florida,https://bayborobrewing.com/,(727) 767-9666
,Lazy Gator Bar at Black Hammock,jayson@theblackhammock.com,"2356 Black Hammock Fish Camp Road Oviedo, FL 32765",United States,Florida,https://www.theblackhammock.com/lazy-gator-bar/index,(407) 365-1244
,Rush street Bar & Restaurant,jd@rushstreetbar.com,"220 SW 2nd Street Fort Lauderdale, FL 33301",United States,Florida,https://rushstreetbar.com/,(954) 996-6900
,Backyard,jeff@jointherevolution.net,"100 SW 3rd Avenue Fort Lauderdale, FL 33312",United States,Florida,https://backyardftl.com/,(954) 449-1025
,Revolution Live,jeff@jointherevolution.net,"100 SW 3rd Avenue Fort Lauderdale, FL 33312",United States,Florida,https://www.jointherevolution.net/,(954) 449-1025
,Bunny & Pirates Bazaar,jeffrey@bunnyandpirates.com,"12404 Cortez Road West Cortez, FL 34215",United States,Florida,https://www.bunnyandpirates.com/,(941) 281-2582
,Daiquiri Shak Raw Bar & Grille,jeremy@daiquirishak.com,"14995 Gulf Boulevard Madeira Beach, FL 33708",United States,Florida,https://www.daiquirishak.com/,(727) 393-2706
,The Sidney & Berne Davis Art Center,jim@sbdac.com,"2301 1st Street Fort Myers, FL 33901",United States,Florida,https://www.sbdac.com,(239) 333-1933
,University of South Florida St. Petersburg,jlstovall@usf.edu,"140 7th Avenue South St. Petersburg, FL 33701",United States,Florida,,
,Club LA,john@roeent.com,"34876 Emerald Coast Parkway Destin, FL 32541",United States,Florida,https://www.rockdestin.com/,(850) 654-5251
,Tin Roof,johnpatton@tinroofbars.com,"8 E. Atlantic Avenue Delray Beach, FL 33444",United States,Florida,https://www.tinroofdelraybeach.com,(561) 265-5310
,Tin Roof,johnpatton@tinroofbars.com,"8371 International Drive Orlando, FL 32819",United States,Florida,https://www.tinrooforlando.com/,(407) 270-7926
,Redsauce,Jorge.redsauce@gmail.com,"1000 Canal Street The Villages, FL 32162",United States,Florida,https://www.redsaucethevillages.com,(352) 750-2930
,Stage 954,joseph.eshkenazi@daniacasino.com,"301 E. Dania Beach Boulevard Dania Beach, FL 33004",United States,Florida,https://www.casinodaniabeach.com/entertainment-3/,(954) 920-1511
,Nancy and David Bilheimer Capitol Theatre,jrosado@rutheckerdhall.net,"405 Cleveland Street Clearwater, FL 33755",United States,Florida,https://www.rutheckerdhall.com/the-nancy-and-david-bilheimer-capitol-theatre,(727) 791-7400
,JR's Old Packinghouse Cafe,JRSOPC@hotmail.com,"987 S. Packinghouse Road Sarasota, FL 34232",United States,Florida,http://www.packinghousecafe.com,(941) 371-9358
,Juice 'N Java Cafe,juicenjavacafe@gmail.com,"75 N. Orlando Avenue Cocoa Beach, FL 32931",United States,Florida,https://juicenjavacafe.com/,(321) 784-4044
,Just One More Saloon,just1moresaloon@gmail.com,"3810 W. Navy Boulevard Pensacola, FL 32507",United States,Florida,,(850) 455-8875
,Pegasus Lounge & Niteclub,jxbible@frontier.com,"14811 N. Florida Avenue Tampa, FL 33613",United States,Florida,https://www.pegasusniteclub.com/,(813) 971-1679
,City Fire Sumter Landing,kaene@cityfirerestaurants.com,"1018 Canal Street The Villages, FL 32162",United States,Florida,https://www.cityfiretogo.com/,(352) 205-7169
,Racing's North Turn,kelly.northturn@gmail.com,"4511 S. Atlantic Avenue Ponce Inlet, FL 32127",United States,Florida,https://www.racingsnorthturn.com/,(386) 322-3258
,Casey's On Central,kellysoncentral@gmail.com,"50 E. Central Boulevard Suite D Orlando, FL 32801",United States,Florida,,
,Green Bench Brewing Co.,kendra@greenbenchbrewing.com,"1133 Baum Avenue North St. Petersburg, FL 33705",United States,Florida,https://www.greenbenchbrewing.com/,(727) 800-9836
,RockHouse Live Clearwater Beach,kevin.howard@rockhouselive.com,"207 Coronado Drive Clearwater, FL 33767",United States,Florida,https://www.rockhouselive.com/,(727) 474-7386
,Colonial Oak Music Park,kevin@colonialquarter.com,"33 Saint George Street St. Augustine, FL 32084",United States,Florida,https://saseafoodco.com/events/,(904) 342-2857
,Kill Your Idol,killyouridolmiami@gmail.com,"222 Espanola Way Miami Beach, FL 33139",United States,Florida,,
,Kilted Mermaid,KiltedMermaidRick@gmail.com,"1937 Old Dixie Highway Vero Beach, FL 32960",United States,Florida,https://kiltedmermaid.com/,(772) 569-5533
,Crooked Thumb Brewery,kip@crookedthumbbrew.com,"555 10th Avenue South Safety Harbor, FL 34695",United States,Florida,https://crookedthumbbrew.com/,(727) 724-5953
,Outriggers Tiki Bar & Grille,kyle.outriggersnsb@gmail.com,"200 Boatyard Street New Smyrna Beach, FL 32169",United States,Florida,https://www.outriggersnsb.com/,(386) 428-6888
,Cliff's Bar & Grill,Lathropconcepts@gmail.com,"3033 Monument Road Jacksonville, FL 32225",United States,Florida,https://www.cliffsbarandgrill.com/,(904) 645-5162
,Florida SouthWestern State College,lauren.finn@fsw.edu,"8099 College Parkway Fort Myers, FL 33919",United States,Florida,,
,Hard Rock Hotel & Casino,lauren.pickel@seminolehardrock.com,"5223 Orient Road Tampa, FL 33610",United States,Florida,https://www.seminolehardrocktampa.com/,(866) 388-4263
,Tactical Brewing Company,layla.jade@yahoo.com,"4882 New Broad Street Orlando, FL 32814",United States,Florida,https://www.tacticalbeer.com/,(407) 203-2033
,Leroy's Southern Kitchen-Bar,lee@leroyspg.com,"201 W. Marion Avenue Punta Gorda, FL 33950",United States,Florida,https://www.leroyspg.com/,(941) 505-2489
,Lefty's Tavern and Grille,leftystavern@gmail.com,"5771 Coral Ridge Drive Coral Springs, FL 33076",United States,Florida,http://www.leftystaverncoralsprings.com/,(954) 752-3525
,Waldo's Restaurant,leolsen2000@gmail.com,"3150 Ocean Drive Vero Beach, FL 32963",United States,Florida,http://www.historicwaldos.com,(772) 231-7091
,Sorry Charlie's Corner,littlec_93@yahoo.com,"3705 State Road 44 New Smyrna Beach, FL 32168",United States,Florida,https://www.sorrycharliescornerbar.com/,(386) 428-4858
,Little Jim Bait & Tackle,littlejimbaitandtackle@gmail.com,"601 N. Causeway Fort Pierce, FL 34949",United States,Florida,https://www.littlejimbaitandtackle.com,(772) 468-2503
,Maxi's Lineup,littlemoirsbands@gmail.com,"103 S. U.S Highway 1 Suite D2 Jupiter, FL 33477",United States,Florida,https://www.littlemoirsjupiter.com/maxis-lineup,(561) 741-3626
,Little Room Jazz Club,littleroomjazzclub@gmail.com,"821 Duval Street Key West, FL 33040",United States,Florida,https://www.littleroomjazzclub.com/,(305) 741-7515
,Bar Nancy,Lizz@nancy305.com,"2007 SW 8th Street Miami, FL 33135",United States,Florida,,
,SandBar Tiki & Grille,loren.sandbar@gmail.com,"1975 Beach Road Englewood, FL 34223",United States,Florida,https://www.sandbartikigrille.com/,(941) 460-8280
,Lou's Blues,LousBluesBarGrill@gmail.com,"3191 N. Highway A1A Indialantic, FL 32903",United States,Florida,https://www.lousbluesbarandgrill.com/,(321) 779-2299
,Lightnin' Salvage Enterprises,lsemusic@cox.net,"1800 NE 23rd Avenue Gainesville, FL 32609",United States,Florida,https://www.lightninsalvageenterprises.com/,(352) 335-7272
,Luna Star Cafe & Gallery,lunastarcafe@aol.com,"775 NE 125th Street North Miami, FL 33161",United States,Florida,https://lunastarcafe.com/,(305) 799-7123
,Cricketers British Pub & Restaurant,m.cricketers@gmail.com,"2634 Bayshore Boulevard Dunedin, FL 34698",United States,Florida,https://www.cricketerspub.com/,(727) 736-1322
,The Mable,mablepartners@gmail.com,"2831 N. Tamiami Trail Sarasota, FL 34234",United States,Florida,https://www.themablebar.com/,(941) 487-7373
,Full Moon Saloon,mainstreetrhondah@gmail.com,"700 Main Street Daytona Beach, FL 32118",United States,Florida,https://daytonabeachmainstreet.com/venue/full-moon-saloon/,(386) 253-1944
,The Bank,mainstreetrhondah@gmail.com,"701 Main Street Daytona Beach, FL 32118",United States,Florida,https://daytonabeachmainstreet.com/venue/the-bank-blues-club,(386) 252-9877
,Viva Argentinian Steakhouse,management@patagonia-ventures.com,"903 Duval Street Key West, FL 33040",United States,Florida,https://www.vivaargentiniansteakhouse.com/,(305) 741-7666
,Union Hall,management@unionhallevents.com,"1023 S. Florida Avenue Lakeland, FL 33803",United States,Florida,https://unionhallevents.com/,(863) 288-0372
,LauderAle,manager@lauderale.co,"3305 SE 14th Avenue Fort Lauderdale, FL 33316",United States,Florida,https://lauderale.co/,(754) 779-7470
,Ollie's Public House,marina@orlandopublichouses.com,"3400 Edgewater Drive Orlando, FL 32804",United States,Florida,http://orlandopublichouses.com,(407) 999-8934
,Vanbarry's Public House,marina@orlandopublichouses.com,"4120 S. Orange Avenue Orlando, FL 32806",United States,Florida,http://orlandopublichouses.com,(407) 704-8881
,Story & Song Center for Arts & Culture,mark@storyandsongbookstore.com,"1430 Park Avenue Fernandina Beach, FL 32034",United States,Florida,https://storyandsongarts.org/,(904) 601-2118
,Yeoman's Cask & Lion,marketing@23restaurants.com,"202 N. Morgan Street Tampa, FL 33602",United States,Florida,https://www.yeomanscaskandlion.com/tampa/,(813) 224-9367
,Harmony Music Lounge,marketingbypriscilla1@gmail.com,"116 Avenue A Suite A Fort Pierce, FL 34950",United States,Florida,https://www.harmonylivemusic.com/,(561) 320-7894
,Green Turtle Tavern,markgreenturtle@gmail.com,"14 S. 3rd Street Fernandina Beach, FL 32034",United States,Florida,,
,Prost Cocktail Bar,mathewmoo@yahoo.com,"2207 E. Atlantic Boulevard Pompano Beach, FL 33062",United States,Florida,,(954) 785-7565
,Reilly Arts Center,matt@reillyartscenter.com,"500 NE 9th Street Ocala, FL 34470",United States,Florida,https://www.reillyartscenter.com/,(352) 351-1606
,Centro Cantina,matt@tebmw.com,"1600 E. 8th Avenue Tampa, FL 33605",United States,Florida,https://www.centroybor.com/centro-cantina,(813) 241-8588
,Surfside Taphouse,mattwinterband@gmail.com,"395 Mandalay Avenue Clearwater, FL 33767",United States,Florida,http://surfsidetaphouse.com,(727) 201-3530
,College of Central Florida,mcgeem@cf.edu,"3001 Southwest College Road Ocala, FL 34474",United States,Florida,,
,Meg O'Malley's Irish Pub and Restaurant,megomalleys@gmail.com,"812 E. New Haven Avenue Melbourne, FL 32901",United States,Florida,https://www.megomalleys.com/,(321) 952-5510
,Top Dawg Tavern (Bartram Park),michael.roman@topdawgtavern.com,"13820 Old St Augustine Road Jacksonville, FL 32258",United States,Florida,https://www.topdawgtavern.com/jacksonville--fl.html,(904) 438-5188
,Rhythm Factory,michael@ilovemusictour.com,"9501 Arlington Expressway Jacksonville, FL 32225",United States,Florida,https://rhythmfactory.org/,(904) 586-8683
,Iron Oak Post,mike@ironoakpost.us,"2023 Melbourne Court Melbourne, FL 32901",United States,Florida,https://ironoakpost.us/,(321) 327-8479
,Whiskey River On The Water,mike@whiskeyriverotw.com,"5245 Limestone Drive Port Richey, FL 34668",United States,Florida,,(727) 849-2180
,Bougainvillea's Old Florida Tavern,mikeabay@bougiesbar.com,"7221 SW 58th Avenue South Miami, FL 33143",United States,Florida,https://www.bougiesbar.com/,(305) 669-8577
